Receiver Contact Name,Receiver Company Name,Receiver Address Line 2,Receiver Town,Receiver Address Line 1,Receiver Address Line 3,Receiver Country Code,Receiver Telephone,Receiver Post/Zip Code,Receiver Email Address,Shipper's reference,Safe Place,Service Enhancement Code 1,Service Enhancement Code 3,Service Enhancement Code 4,Service Enhancement Code 2,Package Type Name,Value of Goods,Description of Goods,Shipment Service,Shipment Weight,Shipment Type,Number Of Pieces
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef036,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef037,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef038,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef039,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef040,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef041,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef042,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef043,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef044,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef045,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef046,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef047,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef048,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef049,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef050,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef051,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef052,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef053,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef054,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef055,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef056,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef057,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef058,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef059,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef060,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef061,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef062,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef063,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef064,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef065,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef066,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef067,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef068,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef069,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef070,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef071,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef072,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef073,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef074,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef075,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef076,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef077,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef078,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef079,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef080,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef081,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef082,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef083,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef084,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef085,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef086,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef087,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef088,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef089,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef090,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef091,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef092,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef093,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef094,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef095,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef096,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef097,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef098,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef099,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef100,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef101,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef102,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef103,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef104,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef105,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef106,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef107,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef108,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef109,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef110,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef111,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef112,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef113,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef114,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef115,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef116,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef117,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef118,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef119,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef120,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef121,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef122,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef123,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef124,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef125,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef126,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef127,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef128,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef129,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef130,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef131,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef132,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef133,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef134,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef135,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef136,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef137,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef138,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef139,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef140,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef141,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef142,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef143,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef144,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
Example Contact,My Company Name,Address 2,Staines,62 High St,Address 3,GB,1935654865,TW18 4DY,example.contact@example.com,MyRef145,,,,,,,200,Mobile Assets,TPSN,1.2,NDX,1
