Test Case,transactionId,applicationId,userId,password,shipperCompanyName,shipperAddressLine1,shipperAddressLine2,shipperAddressLine3,shipperCity,shipperCounty,shipperCountryCode,shipperPostCode,shipperContactName,shipperPhoneNumber,shipperVatNumber,shipperEmailAddress,shipperReference,shipperDeptCode,destinationCompanyName,destinationAddressLine1,destinationAddressLine2,destinationAddressLine3,destinationCity,destinationCounty,destinationCountryCode,destinationPostCode,destinationContactName,destinationPhoneNumber,destinationVatNumber,destinationEmailAddress,shipmentDate,serviceCode,postingLocation,serviceLevel,serviceFormat,safePlace,serviceEnhancementCode,totalPackages,totalWeight,weightId,unitOfMeasurement,product,descriptionOfGoods,declaredValue,declaredCurrencyCode,terms,labelImageFormat,silentPrintProfile,shipmentAction,packageId,packageTypeName,weight,length,width,height,itemHsCode,itemDescription,itemQuantity,itemValue,itemCOO,itemSku,itemNetWeight,ErrorCode,ErrorDescription
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST11,CUST11,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref11,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST12,CUST12,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref12,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST13,CUST13,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref13,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST14,CUST14,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref14,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST15,CUST15,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref15,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST16,CUST16,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref16,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST17,CUST17,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref17,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST18,CUST18,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref18,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST19,CUST19,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref19,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST20,CUST20,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref20,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST21,CUST21,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref21,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST22,CUST22,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref22,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST23,CUST23,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref23,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST24,CUST24,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref24,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST25,CUST25,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref25,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST26,CUST26,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref26,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST27,CUST27,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref27,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST28,CUST28,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref28,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST29,CUST29,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref29,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST30,CUST30,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref30,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST31,CUST31,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref31,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST32,CUST32,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref32,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST33,CUST33,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref33,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST34,CUST34,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref34,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST35,CUST35,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref35,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST36,CUST36,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref36,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST37,CUST37,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref37,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST38,CUST38,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref38,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST39,CUST39,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref39,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST40,CUST40,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref40,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
BF1_International Flat,BCMYH-ZOOFY-XPRKB-FKCCT-NYUGH-ZY,CUST41,CUST41,Password,Intersoft Test Company,Blays House,Englefield Green,Wick Road,Egham,Surrey,GB,TW20 0HJ,Intersoft ,7894561237,846276319,testingcustomer@intersoft.co.uk,Ref41,Depart01-Invoice,BFPO,2nd Battalion ,,,Washington,VA,GB,TW20 0HJ,Harry,7548883546,9136726480,testingcustomer@intersoft.co.uk,YYYY-MM-DD,CRL1,,,,,,1,0.1,K,C,DOX,Apple products,50,GBP,DDU,PDF,,,1,,0.1,,,,78945612,Iphone X,2,75,,78945612789456100,0.1,,
